gene_id,chrom,start,end
ENSG00000187134,10,4965490,4966081
ENSG00000187134,10,4963427,4963528
ENSG00000187134,10,4977699,4979961
ENSG00000187134,10,4972583,4972747
ENSG00000187134,10,4977699,4979967
ENSG00000187134,10,4966926,4967043
ENSG00000187134,10,4977699,4983283
ENSG00000187134,10,4966009,4966081
ENSG00000187134,10,4977699,4977953
ENSG00000187134,10,4977699,4977950
ENSG00000187134,10,4963422,4963528
ENSG00000187134,10,4977699,4977965
ENSG00000187134,10,4963788,4963893
ENSG00000187134,10,4972200,4972310
ENSG00000187134,10,4972583,4972743
ENSG00000187134,10,4972583,4972749
ENSG00000187134,10,4963413,4963528
ENSG00000187134,10,4963448,4963528
ENSG00000187134,10,4966926,4967048
ENSG00000187134,10,4975850,4975933
ENSG00000187134,10,4963252,4963528
ENSG00000187134,10,4977699,4977967
ENSG00000187134,10,4969674,4969941
ENSG00000187134,10,4965913,4966081
ENSG00000187134,10,4966003,4966081
ENSG00000151632,10,5001513,5001681
ENSG00000151632,10,4991830,4991913
ENSG00000151632,10,4995487,4995667
ENSG00000151632,10,4999199,5000666
ENSG00000151632,10,4989789,4990038
ENSG00000151632,10,5006461,5006592
ENSG00000151632,10,5014902,5015048
ENSG00000151632,10,5010462,5010653
ENSG00000151632,10,5010343,5010653
ENSG00000151632,10,5015836,5015892
ENSG00000151632,10,4995881,4995932
ENSG00000151632,10,5007406,5007506
ENSG00000151632,10,5005994,5006052
ENSG00000151632,10,5014902,5015234
ENSG00000151632,10,4998624,4998738
ENSG00000151632,10,5003751,5004014
ENSG00000151632,10,4999199,4999277
ENSG00000151632,10,4998624,4998747
ENSG00000151632,10,5001204,5001327
ENSG00000151632,10,5003751,5004023
ENSG00000151632,10,5000302,5000460
ENSG00000151632,10,4989788,4990038
ENSG00000151632,10,4995755,4995865
ENSG00000151632,10,5013306,5013620
ENSG00000151632,10,5003751,5003922
ENSG00000151632,10,5003751,5003861
ENSG00000151632,10,4997239,4997374
ENSG00000151632,10,5001513,5001585
ENSG00000151632,10,5017899,5017934
ENSG00000151632,10,5001513,5001591
ENSG00000151632,10,4999910,5000460
ENSG00000151632,10,4997239,4997380
ENSG00000151632,10,4996036,4996146
ENSG00000151632,10,5004709,5004842
ENSG00000151632,10,4987774,4990038
ENSG00000151632,10,5017899,5017955
ENSG00000151632,10,4989433,4990038
ENSG00000151632,10,5017899,5018031
ENSG00000151632,10,5000549,5000666
ENSG00000151632,10,5003751,5003857
ENSG00000151632,10,5003751,5003860
ENSG00000151632,10,4995318,4995484
ENSG00000151632,10,4989774,4990038
ENSG00000151632,10,4995833,4995865
ENSG00000158578,X,55017614,55017665
ENSG00000158578,X,55025819,55026015
ENSG00000158578,X,55017649,55017665
ENSG00000158578,X,55020333,55020504
ENSG00000158578,X,55009054,55009343
ENSG00000158578,X,55020445,55020504
ENSG00000158578,X,55021265,55021274
ENSG00000158578,X,55006517,55009057
ENSG00000158578,X,55020319,55020504
ENSG00000158578,X,55030941,55030977
ENSG00000158578,X,55021051,55021274
ENSG00000158578,X,55023756,55023867
ENSG00000158578,X,55030941,55030986
ENSG00000158578,X,55017485,55017665
ENSG00000158578,X,55009088,55009343
ENSG00000158578,X,55020319,55020433
ENSG00000158578,X,55009112,55009343
ENSG00000158578,X,55013485,55013648
ENSG00000158578,X,55030941,55030976
ENSG00000158578,X,55014746,55015015
ENSG00000158578,X,55020319,55020329
ENSG00000158578,X,55017559,55017665
ENSG00000158578,X,55015577,55015742
ENSG00000158578,X,55024717,55024840
ENSG00000158578,X,55027750,55027857
ENSG00000136938,9,98011273,98011389
ENSG00000136938,9,98004963,98005153
ENSG00000136938,9,98004969,98005153
ENSG00000136938,9,98004934,98005135
ENSG00000136938,9,98015372,98015811
ENSG00000136938,9,97983527,97983609
ENSG00000136938,9,97983340,97983609
ENSG00000136938,9,97983410,97983609
ENSG00000136938,9,97983214,97983609
ENSG00000136938,9,97983258,97983609
ENSG00000136938,9,97987519,97987685
ENSG00000136938,9,98014778,98014895
ENSG00000136938,9,97998613,97998678
ENSG00000136938,9,98011270,98011389
ENSG00000136938,9,97983324,97983609
ENSG00000136938,9,98015363,98015502
ENSG00000136938,9,98004963,98005298
ENSG00000136938,9,98012445,98012472
ENSG00000136938,9,97983381,97983609
ENSG00000136938,9,98011276,98011389
ENSG00000136938,9,98015342,98015940
ENSG00000136938,9,97983341,97983609
ENSG00000136938,9,98011270,98011306
ENSG00000136938,9,98015384,98015811
ENSG00000136938,9,98015363,98015785
ENSG00000136938,9,97998555,97998678
ENSG00000136938,9,97984591,97984692
ENSG00000136938,9,97986550,97986815
ENSG00000136938,9,97994630,97994780
ENSG00000136938,9,98012420,98012472
ENSG00000136938,9,97983358,97983609
ENSG00000136938,9,98015363,98015827
ENSG00000136938,9,98015363,98015940
ENSG00000136938,9,98015363,98015943
ENSG00000136938,9,98002275,98002387
ENSG00000136938,9,97983314,97983609
ENSG00000163297,4,80072408,80073229
ENSG00000163297,4,80097499,80097629
ENSG00000163297,4,80073394,80073470
ENSG00000163297,4,80008523,80008616
ENSG00000163297,4,79905612,79906172
ENSG00000163297,4,79964838,79965097
ENSG00000163297,4,79964664,79964890
ENSG00000163297,4,80024636,80024755
ENSG00000163297,4,79905570,79906172
ENSG00000163297,4,79901145,79907467
ENSG00000163297,4,79907169,79907467
ENSG00000163297,4,80121147,80121277
ENSG00000163297,4,80072408,80073070
ENSG00000163297,4,80104462,80104537
ENSG00000163297,4,80034995,80035019
ENSG00000163297,4,80072408,80072719
ENSG00000163297,4,80054271,80054352
ENSG00000163297,4,79907404,79907467
ENSG00000163297,4,80072408,80072716
ENSG00000163297,4,80072408,80073326
ENSG00000163297,4,79977620,79977701
ENSG00000163297,4,80031622,80031692
ENSG00000163297,4,80055359,80055467
ENSG00000163297,4,80033493,80033568
ENSG00000163297,4,80072408,80073100
ENSG00000163297,4,80072408,80072563
ENSG00000163297,4,80055149,80055218
ENSG00000163297,4,79984818,79984863
ENSG00000163297,4,80072408,80073112
ENSG00000163297,4,80073394,80073472
ENSG00000163297,4,79906761,79907467
ENSG00000163297,4,80072408,80072993
ENSG00000163297,4,80072408,80072700
ENSG00000163297,4,80055931,80056013
ENSG00000163297,4,79977578,79977701
ENSG00000163297,4,79905590,79907467
ENSG00000163297,4,79983877,79983970
ENSG00000163297,4,79977536,79977701
ENSG00000163297,4,79983877,79983967
ENSG00000163297,4,79904866,79907467
ENSG00000163297,4,80033471,80033570
ENSG00000163297,4,80097736,80097961
ENSG00000163297,4,80008520,80008616
ENSG00000163297,4,80072708,80073123
ENSG00000163297,4,79907576,79907664
ENSG00000163297,4,80125385,80125454
ENSG00000163297,4,80072408,80073203
ENSG00000163297,4,80072708,80073077
ENSG00000163297,4,80071582,80071654
ENSG00000163297,4,80072408,80072846
ENSG00000163297,4,80079531,80081122
ENSG00000163297,4,79905570,79907467
ENSG00000163297,4,79905517,79907467
ENSG00000163297,4,79905572,79907467
ENSG00000163297,4,79905605,79907467
ENSG00000163297,4,79904837,79907467
ENSG00000163297,4,79920070,79920121
ENSG00000163297,4,80071582,80071620
ENSG00000163297,4,80069435,80069507
ENSG00000163297,4,79904205,79907467
ENSG00000163297,4,80079352,80079600
ENSG00000163297,4,80035971,80036032
ENSG00000163297,4,80072408,80073065
ENSG00000163297,4,80018897,80018976
ENSG00000163297,4,80072408,80072714
ENSG00000163297,4,80072408,80073074
ENSG00000163297,4,79907352,79907467
ENSG00000163297,4,79978006,79978174
ENSG00000163297,4,80054280,80054352
ENSG00000163297,4,79905571,79907467
ENSG00000135046,9,73154059,73154153
ENSG00000135046,9,73158694,73158803
ENSG00000135046,9,73167496,73167555
ENSG00000135046,9,73154202,73154342
ENSG00000135046,9,73165115,73165544
ENSG00000135046,9,73157932,73158013
ENSG00000135046,9,73163475,73163500
ENSG00000135046,9,73157653,73158601
ENSG00000135046,9,73154460,73154884
ENSG00000135046,9,73151901,73151924
ENSG00000135046,9,73167496,73167869
ENSG00000135046,9,73160802,73160893
ENSG00000135046,9,73159328,73159879
ENSG00000135046,9,73154460,73154716
ENSG00000135046,9,73170050,73170384
ENSG00000135046,9,73170050,73170390
ENSG00000135046,9,73170050,73170393
ENSG00000135046,9,73154197,73154342
ENSG00000135046,9,73151809,73151924
ENSG00000135046,9,73151863,73151924
ENSG00000135046,9,73160262,73160338
ENSG00000135046,9,73169031,73169154
ENSG00000135046,9,73154460,73154581
ENSG00000135046,9,73151867,73151924
ENSG00000135046,9,73148873,73148978
ENSG00000135046,9,73158706,73158803
ENSG00000135046,9,73170050,73170386
ENSG00000135046,9,73159328,73159423
ENSG00000135046,9,73163475,73163532
ENSG00000135046,9,73158499,73158601
ENSG00000135046,9,73158013,73158127
ENSG00000135046,9,73149632,73149677
ENSG00000135046,9,73151836,73151924
ENSG00000135046,9,73149447,73149677
ENSG00000135046,9,73158521,73158598
ENSG00000135046,9,73158521,73158601
ENSG00000135046,9,73157915,73158013
ENSG00000135046,9,73165115,73165209
ENSG00000135046,9,73151864,73151912
ENSG00000135046,9,73151736,73151812
ENSG00000135046,9,73162781,73162861
ENSG00000135046,9,73168097,73169154
ENSG00000135046,9,73166096,73166192
ENSG00000135046,9,73154460,73154674
ENSG00000135046,9,73151864,73151924
ENSG00000135046,9,73170050,73170629
ENSG00000135046,9,73170050,73170394
ENSG00000135046,9,73170050,73170385
ENSG00000135046,9,73170050,73170391
ENSG00000135046,9,73154197,73154340
ENSG00000135046,9,73160262,73160376
ENSG00000135046,9,73160284,73160376
ENSG00000135046,9,73154460,73154619
ENSG00000084234,11,130110537,130110585
ENSG00000084234,11,130143346,130143434
ENSG00000084234,11,130143346,130144273
ENSG00000084234,11,130069893,130070014
ENSG00000084234,11,130140397,130140468
ENSG00000084234,11,130109428,130109602
ENSG00000084234,11,130143331,130144806
ENSG00000084234,11,130121613,130121783
ENSG00000084234,11,130101369,130101513
ENSG00000084234,11,130069905,130070082
ENSG00000084234,11,130108604,130108983
ENSG00000084234,11,130069841,130070082
ENSG00000084234,11,130069893,130070037
ENSG00000084234,11,130122304,130122377
ENSG00000084234,11,130109428,130109823
ENSG00000084234,11,130138777,130139655
ENSG00000084234,11,130143346,130144805
ENSG00000084234,11,130069897,130070037
ENSG00000084234,11,130069871,130070082
ENSG00000084234,11,130069895,130070037
ENSG00000084234,11,130143346,130143575
ENSG00000084234,11,130110537,130110564
ENSG00000084234,11,130141411,130142074
ENSG00000084234,11,130140397,130140447
ENSG00000084234,11,130110537,130110573
ENSG00000084234,11,130127771,130127840
ENSG00000084234,11,130143346,130144807
ENSG00000084234,11,130110537,130110637
ENSG00000084234,11,130137255,130137291
ENSG00000084234,11,130143346,130143797
ENSG00000084234,11,130143346,130143806
ENSG00000084234,11,130069890,130070082
ENSG00000084234,11,130109428,130109617
ENSG00000084234,11,130121231,130121297
ENSG00000084234,11,130123611,130123779
ENSG00000084234,11,130069903,130070082
ENSG00000084234,11,130121613,130121810
ENSG00000084234,11,130143346,130144809
ENSG00000084234,11,130069914,130070082
ENSG00000084234,11,130141497,130141572
ENSG00000084234,11,130121613,130121718
ENSG00000084234,11,130121745,130121810
ENSG00000084234,11,130129047,130129206
ENSG00000084234,11,130120705,130120823
ENSG00000084234,11,130117796,130117859
ENSG00000084234,11,130127765,130127840
ENSG00000084234,11,130120705,130120777
ENSG00000084234,11,130141918,130142068
ENSG00000084234,11,130143346,130144802
ENSG00000084234,11,130143346,130144811
ENSG00000084234,11,130143346,130143673
ENSG00000084234,11,130121613,130121766
ENSG00000084234,11,130120765,130120818
ENSG00000084234,11,130110537,130110659
ENSG00000084234,11,130130055,130130166
ENSG00000084234,11,130069893,130070018
ENSG00000084234,11,130069827,130070082
ENSG00000084234,11,130069893,130070082
ENSG00000084234,11,130143346,130144804
ENSG00000084234,11,130069895,130070082
ENSG00000084234,11,130101925,130102000
ENSG00000084234,11,130122304,130122470
ENSG00000084234,11,130120705,130120818
ENSG00000084234,11,130140397,130140483
ENSG00000084234,11,130109549,130109602
ENSG00000084234,11,130143346,130143522
ENSG00000084234,11,130135517,130135715
ENSG00000084234,11,130121712,130121810
ENSG00000084234,11,130069872,130070082
ENSG00000084234,11,130126699,130126728
ENSG00000084234,11,130127774,130127840
ENSG00000084234,11,130100269,130100425
ENSG00000084234,11,130070567,130070747
ENSG00000084234,11,130141918,130142074
ENSG00000084234,11,130140376,130140483
ENSG00000084234,11,130143346,130143679
ENSG00000084234,11,130143331,130144804
ENSG00000084234,11,130135562,130135715
ENSG00000084234,11,130069836,130070082
ENSG00000084234,11,130109160,130109602
ENSG00000084234,11,130133628,130133728
ENSG00000084234,11,130069906,130070082
ENSG00000084234,11,130130037,130130166
ENSG00000084234,11,130069853,130070082
ENSG00000084234,11,130122304,130122513
ENSG00000084234,11,130082494,130082781
ENSG00000084234,11,130068146,130068158
ENSG00000084234,11,130110537,130110661
ENSG00000084234,11,130140494,130141572
ENSG00000084234,11,130110537,130110560
ENSG00000084234,11,130109426,130109549
ENSG00000084234,11,130069871,130070037
ENSG00000084234,11,130120705,130120817
ENSG00000084234,11,130069843,130070082
ENSG00000084234,11,130069898,130070082
ENSG00000084234,11,130143346,130144808
ENSG00000084234,11,130114250,130114335
ENSG00000084234,11,130121613,130121726
ENSG00000084234,11,130069915,130070082
ENSG00000084234,11,130110573,130110661
ENSG00000084234,11,130109428,130109581
ENSG00000084234,11,130126699,130126830
ENSG00000066777,8,67201466,67201805
ENSG00000066777,8,67299313,67299355
ENSG00000066777,8,67195381,67196215
ENSG00000066777,8,67228223,67228264
ENSG00000066777,8,67227136,67227309
ENSG00000066777,8,67195381,67196025
ENSG00000066777,8,67195381,67196034
ENSG00000066777,8,67195381,67196217
ENSG00000066777,8,67195381,67196162
ENSG00000066777,8,67227446,67227598
ENSG00000066777,8,67192097,67192217
ENSG00000066777,8,67204679,67204766
ENSG00000066777,8,67173510,67175572
ENSG00000066777,8,67197673,67199098
ENSG00000066777,8,67195381,67195844
ENSG00000066777,8,67238342,67238493
ENSG00000066777,8,67301223,67301380
ENSG00000066777,8,67175486,67175572
ENSG00000066777,8,67216607,67216662
ENSG00000066777,8,67197673,67200513
ENSG00000066777,8,67203082,67203251
ENSG00000066777,8,67258084,67258290
ENSG00000066777,8,67195381,67196530
ENSG00000066777,8,67343137,67343393
ENSG00000066777,8,67238734,67238754
ENSG00000066777,8,67195381,67196194
ENSG00000066777,8,67197648,67199098
ENSG00000066777,8,67195381,67196258
ENSG00000066777,8,67313042,67314198
ENSG00000066777,8,67195381,67196157
ENSG00000066777,8,67195381,67195611
ENSG00000066777,8,67197652,67199098
ENSG00000066777,8,67218002,67218138
ENSG00000066777,8,67343163,67343814
ENSG00000066777,8,67199928,67200513
ENSG00000066777,8,67343924,67344302
ENSG00000066777,8,67191193,67193602
ENSG00000066777,8,67195381,67196614
ENSG00000066777,8,67240161,67240290
ENSG00000066777,8,67195381,67196214
ENSG00000066777,8,67190649,67190759
ENSG00000066777,8,67195381,67195988
ENSG00000066777,8,67201466,67201889
ENSG00000066777,8,67195381,67196552
ENSG00000066777,8,67189839,67190014
ENSG00000066777,8,67232854,67232945
ENSG00000066777,8,67287954,67288065
ENSG00000066777,8,67296430,67296610
ENSG00000066777,8,67190649,67190944
ENSG00000066777,8,67299208,67299355
ENSG00000066777,8,67314610,67314637
ENSG00000066777,8,67195381,67196582
ENSG00000066777,8,67343163,67343937
ENSG00000066777,8,67343163,67343336
ENSG00000066777,8,67266005,67266207
ENSG00000066777,8,67195381,67196054
ENSG00000066777,8,67211482,67211529
ENSG00000066777,8,67195381,67196246
ENSG00000066777,8,67193463,67193602
ENSG00000066777,8,67216589,67216662
ENSG00000066777,8,67227962,67228132
ENSG00000066777,8,67195381,67196136
ENSG00000066777,8,67192626,67192803
ENSG00000066777,8,67266875,67266984
ENSG00000066777,8,67195381,67195782
ENSG00000066777,8,67174822,67175436
ENSG00000066777,8,67197672,67199098
ENSG00000066777,8,67200395,67200513
ENSG00000066777,8,67251298,67251450
ENSG00000066777,8,67195381,67196047
ENSG00000066777,8,67195381,67196593
ENSG00000066777,8,67179862,67179926
ENSG00000066777,8,67224902,67225033
ENSG00000066777,8,67219430,67219560
ENSG00000066777,8,67291846,67292123
ENSG00000066777,8,67259814,67259926
ENSG00000066777,8,67238734,67238893
ENSG00000066777,8,67195381,67195857
ENSG00000066777,8,67275975,67276109
ENSG00000066777,8,67195381,67196168
ENSG00000066777,8,67195381,67196778
ENSG00000066777,8,67257731,67257816
ENSG00000066777,8,67201466,67201605
ENSG00000066777,8,67194626,67194718
ENSG00000066777,8,67195381,67196259
ENSG00000066777,8,67267342,67267442
ENSG00000066777,8,67211482,67211615
ENSG00000066777,8,67343509,67343677
ENSG00000066777,8,67271701,67271708
ENSG00000066777,8,67302435,67302466
ENSG00000066777,8,67195381,67196597
ENSG00000066777,8,67343163,67343525
ENSG00000066777,8,67251316,67251450
ENSG00000066777,8,67175295,67175436
ENSG00000066777,8,67195381,67196252
ENSG00000066777,8,67343163,67343781
ENSG00000066777,8,67271701,67271936
ENSG00000066777,8,67197657,67199098
ENSG00000066777,8,67192688,67192803
ENSG00000066777,8,67217781,67217920
ENSG00000066777,8,67204679,67204819
ENSG00000066777,8,67277281,67277457
ENSG00000066777,8,67195381,67195989
ENSG00000066777,8,67226022,67226183
ENSG00000066777,8,67199010,67199098
ENSG00000066777,8,67195381,67196254
ENSG00000066777,8,67177679,67177726
ENSG00000066777,8,67195381,67196263
ENSG00000066777,8,67253450,67253622
ENSG00000066777,8,67343948,67344302
ENSG00000066777,8,67195381,67196220
ENSG00000066777,8,67267090,67267230
ENSG00000066777,8,67198404,67199098
ENSG00000066777,8,67195381,67195518
ENSG00000066777,8,67189385,67190759
ENSG00000066777,8,67204679,67204723
ENSG00000066777,8,67195381,67196256
ENSG00000066777,8,67343921,67344302
ENSG00000066777,8,67195381,67196030
ENSG00000066777,8,67207094,67207190
ENSG00000066777,8,67195381,67195593
ENSG00000066777,8,67343163,67343961
ENSG00000150347,10,61902789,61902874
ENSG00000150347,10,62090861,62096944
ENSG00000150347,10,62057116,62057268
ENSG00000150347,10,62000090,62000321
ENSG00000150347,10,62069699,62069797
ENSG00000150347,10,62024672,62025352
ENSG00000150347,10,62085701,62085900
ENSG00000150347,10,61902171,61902457
ENSG00000150347,10,61940182,61940408
ENSG00000150347,10,61901683,61901730
ENSG00000150347,10,61909688,61909814
ENSG00000150347,10,62057116,62057318
ENSG00000150347,10,61905860,61906059
ENSG00000150347,10,61901698,61901730
ENSG00000150347,10,62050887,62051000
ENSG00000150347,10,62059242,62059295
ENSG00000150347,10,62046661,62046961
ENSG00000150347,10,62090861,62093064
ENSG00000150347,10,61913010,61913147
ENSG00000150347,10,61902158,61902413
ENSG00000150347,10,62059266,62059295
ENSG00000150347,10,62049210,62049483
ENSG00000122644,7,12686537,12686691
ENSG00000122644,7,12686601,12686718
ENSG00000122644,7,12686855,12687043
ENSG00000122644,7,12687285,12687728
ENSG00000122644,7,12688165,12689172
ENSG00000122644,7,12688165,12689178
ENSG00000122644,7,12688165,12688406
ENSG00000122644,7,12688168,12688914
ENSG00000122644,7,12687124,12687728
ENSG00000122644,7,12687077,12687174
ENSG00000122644,7,12688168,12689176
ENSG00000122644,7,12687632,12687728
ENSG00000122644,7,12686907,12687043
ENSG00000122644,7,12687092,12687174
ENSG00000122644,7,12688165,12690934
ENSG00000122644,7,12687639,12687761
ENSG00000122644,7,12687634,12687728
ENSG00000122644,7,12688165,12690958
ENSG00000122644,7,12686860,12687034
ENSG00000122644,7,12688165,12689176
