gene_id,chrom,start,end
ENSG00000179218,19,12938577,12939235
ENSG00000179218,19,12943712,12943988
ENSG00000179218,19,12943712,12943756
ENSG00000179218,19,12939427,12939631
ENSG00000179218,19,12938613,12938770
ENSG00000179218,19,12943766,12944489
ENSG00000179218,19,12940483,12940540
ENSG00000179218,19,12940743,12940887
ENSG00000179218,19,12939133,12939235
ENSG00000179218,19,12943596,12943629
ENSG00000179218,19,12938608,12938770
ENSG00000179218,19,12940743,12940975
ENSG00000179218,19,12938608,12938724
ENSG00000179218,19,12938612,12938770
ENSG00000095059,19,12681032,12681206
ENSG00000095059,19,12675742,12675933
ENSG00000095059,19,12681559,12681864
ENSG00000095059,19,12679800,12680177
ENSG00000095059,19,12680195,12680325
ENSG00000095059,19,12675721,12675876
ENSG00000095059,19,12677327,12677396
ENSG00000095059,19,12679456,12679540
ENSG00000095059,19,12679800,12679914
ENSG00000095059,19,12681559,12681866
ENSG00000095059,19,12681559,12681884
ENSG00000095059,19,12681559,12681829
ENSG00000095059,19,12675721,12675933
ENSG00000095059,19,12681559,12681868
ENSG00000095059,19,12681559,12681877
ENSG00000095059,19,12677164,12677211
ENSG00000095059,19,12679693,12679719
ENSG00000095059,19,12675522,12675564
ENSG00000095059,19,12681559,12681861
ENSG00000095059,19,12676774,12677211
ENSG00000095059,19,12679800,12680030
ENSG00000095059,19,12675717,12675933
ENSG00000095059,19,12680160,12680220
ENSG00000095059,19,12675522,12675831
ENSG00000095059,19,12681559,12681838
ENSG00000095059,19,12677302,12677396
ENSG00000095059,19,12679800,12679922
ENSG00000095059,19,12680195,12680281
ENSG00000095059,19,12675817,12675933
ENSG00000095059,19,12676016,12676078
ENSG00000095059,19,12676016,12676142
ENSG00000095059,19,12675522,12675561
ENSG00000095059,19,12676016,12676105
ENSG00000095059,19,12680160,12680325
ENSG00000095059,19,12680149,12680325
ENSG00000095059,19,12681467,12681640
ENSG00000095059,19,12679624,12679719
ENSG00000095059,19,12681559,12681851
ENSG00000095059,19,12681559,12681860
ENSG00000095059,19,12675522,12675810
ENSG00000095059,19,12681559,12681771
ENSG00000095059,19,12681559,12681853
ENSG00000095059,19,12679943,12680325
ENSG00000095059,19,12675720,12675949
ENSG00000095059,19,12679643,12679719
ENSG00000095059,19,12675718,12675876
ENSG00000095059,19,12681559,12681563
ENSG00000095059,19,12675522,12675830
ENSG00000095059,19,12681032,12681161
ENSG00000095059,19,12675716,12675933
ENSG00000095059,19,12675720,12675933
ENSG00000095059,19,12677107,12677211
ENSG00000095059,19,12675718,12675933
ENSG00000095059,19,12677290,12677396
ENSG00000095059,19,12675733,12675933
ENSG00000095059,19,12675722,12675933
ENSG00000095059,19,12675522,12675832
ENSG00000095059,19,12681358,12681413
ENSG00000095059,19,12679622,12679719
ENSG00000095059,19,12681559,12681894
ENSG00000095059,19,12681304,12681332
ENSG00000095059,19,12679456,12679534
ENSG00000095059,19,12679456,12679543
ENSG00000095059,19,12675750,12675933
ENSG00000095059,19,12680201,12680325
ENSG00000095059,19,12675761,12675933
ENSG00000095059,19,12681032,12681211
ENSG00000095059,19,12676016,12676918
ENSG00000095059,19,12675522,12675791
ENSG00000095059,19,12677167,12677211
ENSG00000095059,19,12679456,12679719
ENSG00000095059,19,12673410,12673580
ENSG00000095059,19,12679656,12679719
ENSG00000095059,19,12681559,12681807
ENSG00000095059,19,12677270,12677376
ENSG00000095059,19,12681559,12681880
ENSG00000095059,19,12676016,12676072
ENSG00000095059,19,12681559,12681834
ENSG00000095059,19,12677089,12677376
ENSG00000095059,19,12679456,12679520
ENSG00000095059,19,12679461,12679543
ENSG00000105612,19,12875935,12876363
ENSG00000105612,19,12875235,12876363
ENSG00000105612,19,12878381,12878574
ENSG00000105612,19,12880187,12880262
ENSG00000105612,19,12881289,12881495
ENSG00000105612,19,12880971,12881152
ENSG00000105612,19,12881289,12881449
ENSG00000105612,19,12878381,12878680
ENSG00000105612,19,12880801,12881152
ENSG00000105612,19,12881289,12881595
ENSG00000105612,19,12878669,12880059
ENSG00000105612,19,12875516,12876363
ENSG00000105612,19,12878381,12878579
ENSG00000105612,19,12875208,12876363
ENSG00000105612,19,12880861,12881322
ENSG00000105612,19,12880801,12880880
ENSG00000105612,19,12875388,12876363
ENSG00000105612,19,12875410,12876363
ENSG00000105612,19,12875377,12876363
ENSG00000105612,19,12878037,12878579
ENSG00000105612,19,12880968,12881158
ENSG00000105612,19,12881289,12881466
ENSG00000105612,19,12881289,12881472
ENSG00000105612,19,12878665,12878834
ENSG00000105612,19,12875240,12876363
ENSG00000105612,19,12878669,12878834
ENSG00000087086,19,48965308,48965552
ENSG00000087086,19,48966358,48966406
ENSG00000087086,19,48963755,48965462
ENSG00000087086,19,48963150,48965953
ENSG00000087086,19,48965600,48965885
ENSG00000087086,19,48966280,48967896
ENSG00000087086,19,48965276,48965462
ENSG00000087086,19,48966283,48966406
ENSG00000087086,19,48966582,48966879
ENSG00000087086,19,48966349,48966406
ENSG00000087086,19,48966582,48966885
ENSG00000087086,19,48965306,48965609
ENSG00000087086,19,48965308,48965609
ENSG00000087086,19,48965769,48965916
ENSG00000087086,19,48965600,48965927
ENSG00000087086,19,48966627,48966880
ENSG00000087086,19,48965769,48965931
ENSG00000087086,19,48966280,48966406
ENSG00000087086,19,48966582,48966878
ENSG00000087086,19,48965841,48965916
ENSG00000087086,19,48965274,48965609
ENSG00000087086,19,48966343,48966406
ENSG00000087086,19,48965600,48965950
ENSG00000087086,19,48966582,48966880
ENSG00000087086,19,48966582,48966886
ENSG00000087086,19,48965308,48965549
ENSG00000174951,19,48753324,48753660
ENSG00000174951,19,48753647,48753660
ENSG00000174951,19,48752157,48752271
ENSG00000174951,19,48753324,48753563
ENSG00000174951,19,48748010,48751283
ENSG00000174951,19,48752489,48752641
ENSG00000174951,19,48752611,48753122
ENSG00000174951,19,48752891,48753122
ENSG00000174951,19,48755289,48755390
ENSG00000174951,19,48755325,48755390
ENSG00000174951,19,48752611,48752725
ENSG00000174951,19,48752891,48752985
ENSG00000102145,X,48787875,48787957
ENSG00000102145,X,48793792,48794311
ENSG00000102145,X,48794133,48794311
ENSG00000102145,X,48791090,48791329
ENSG00000102145,X,48787875,48787958
ENSG00000102145,X,48786561,48786645
ENSG00000102145,X,48793753,48794311
ENSG00000102145,X,48786589,48786645
ENSG00000102145,X,48793700,48793850
ENSG00000102145,X,48793777,48794311
ENSG00000102145,X,48792322,48792468
ENSG00000102145,X,48793171,48793297
ENSG00000102145,X,48786539,48786645
ENSG00000102145,X,48791843,48792221
ENSG00000102145,X,48786572,48786645
ENSG00000184897,3,129314770,129316286
ENSG00000184897,3,129315788,129315903
ENSG00000184897,3,129315805,129315903
ENSG00000184897,3,129315539,129315638
ENSG00000184897,3,129315779,129315903
ENSG00000184897,3,129315519,129315638
ENSG00000184897,3,129315492,129315638
ENSG00000184897,3,129315533,129315638
ENSG00000184897,3,129315490,129315638
ENSG00000184897,3,129315391,129315638
ENSG00000135486,12,54283078,54283162
ENSG00000135486,12,54280743,54280822
ENSG00000135486,12,54282799,54282826
ENSG00000135486,12,54282089,54282138
ENSG00000135486,12,54280703,54280822
ENSG00000135486,12,54280747,54280822
ENSG00000135486,12,54286836,54286864
ENSG00000135486,12,54283791,54283967
ENSG00000135486,12,54282572,54285843
ENSG00000135486,12,54281794,54281896
ENSG00000135486,12,54280705,54280822
ENSG00000135486,12,54283815,54283967
ENSG00000135486,12,54286952,54287087
ENSG00000135486,12,54280192,54280822
ENSG00000135486,12,54284257,54284321
ENSG00000135486,12,54281385,54281502
ENSG00000135486,12,54283811,54283835
ENSG00000135486,12,54284557,54285254
ENSG00000135486,12,54284548,54285251
ENSG00000135486,12,54281385,54281941
ENSG00000135486,12,54284548,54285745
ENSG00000135486,12,54284708,54284739
ENSG00000135486,12,54282572,54282611
ENSG00000135486,12,54283836,54283967
ENSG00000135486,12,54282393,54282874
ENSG00000135486,12,54281005,54281094
ENSG00000135486,12,54284548,54284881
ENSG00000135486,12,54280871,54281295
ENSG00000135486,12,54280750,54280822
ENSG00000135486,12,54283078,54283132
ENSG00000135486,12,54283207,54283234
ENSG00000135486,12,54286246,54286282
ENSG00000135486,12,54284257,54284371
ENSG00000135486,12,54284548,54285237
ENSG00000135486,12,54282089,54282300
ENSG00000135486,12,54280807,54280822
ENSG00000135486,12,54282799,54282878
ENSG00000135486,12,54282799,54282823
ENSG00000135486,12,54280690,54280822
ENSG00000135486,12,54283811,54283967
ENSG00000135486,12,54282799,54282841
ENSG00000135486,12,54282051,54282300
ENSG00000135486,12,54283811,54283878
ENSG00000135486,12,54284548,54285239
ENSG00000135486,12,54284557,54285251
ENSG00000135486,12,54283078,54283228
ENSG00000135486,12,54284517,54285251
ENSG00000135486,12,54282393,54282606
ENSG00000135486,12,54281794,54281941
ENSG00000135486,12,54280746,54280822
ENSG00000135486,12,54286246,54286286
ENSG00000135486,12,54283078,54283093
ENSG00000135486,12,54283811,54283907
ENSG00000135486,12,54280748,54280822
ENSG00000135486,12,54280697,54280822
ENSG00000135486,12,54285973,54286112
ENSG00000135486,12,54280774,54280822
ENSG00000135486,12,54282572,54282665
ENSG00000135486,12,54286952,54287088
ENSG00000135486,12,54284424,54284881
ENSG00000135486,12,54282799,54282820
ENSG00000135486,12,54284239,54284317
ENSG00000135486,12,54280725,54280822
ENSG00000135486,12,54286665,54286732
ENSG00000135486,12,54282393,54282665
ENSG00000135486,12,54285950,54286112
ENSG00000135486,12,54284565,54284880
ENSG00000135486,12,54282799,54282932
ENSG00000135486,12,54283826,54283967
ENSG00000135486,12,54281352,54281502
ENSG00000135486,12,54283078,54283225
ENSG00000135486,12,54280742,54280822
ENSG00000135486,12,54281385,54281499
ENSG00000135486,12,54283078,54283234
ENSG00000135486,12,54282572,54282596
ENSG00000135486,12,54283665,54283695
ENSG00000135486,12,54283722,54283967
ENSG00000135486,12,54282572,54282626
ENSG00000135486,12,54285984,54286112
ENSG00000135486,12,54280717,54280822
ENSG00000135486,12,54282393,54282486
ENSG00000135486,12,54284257,54285842
ENSG00000135486,12,54282572,54282662
ENSG00000135486,12,54283937,54283967
ENSG00000135486,12,54284936,54284965
ENSG00000135486,12,54286661,54286732
ENSG00000135486,12,54283213,54283234
ENSG00000135486,12,54285906,54286732
ENSG00000135486,12,54285946,54286112
ENSG00000135486,12,54285807,54285841
ENSG00000135486,12,54284548,54285243
ENSG00000135486,12,54283078,54283238
ENSG00000135486,12,54283778,54283967
ENSG00000135486,12,54286952,54287051
ENSG00000135486,12,54284548,54284669
ENSG00000135486,12,54284562,54285241
ENSG00000135486,12,54281794,54281945
ENSG00000135486,12,54282799,54282865
ENSG00000135486,12,54282799,54282874
ENSG00000135486,12,54280762,54280822
ENSG00000135486,12,54281794,54281908
ENSG00000135486,12,54284517,54284601
ENSG00000135486,12,54282572,54282669
ENSG00000135486,12,54280779,54280822
ENSG00000135486,12,54284548,54287087
ENSG00000135486,12,54282842,54282874
ENSG00000135486,12,54284548,54285229
ENSG00000135486,12,54280662,54280822
ENSG00000135486,12,54284257,54284317
ENSG00000135486,12,54284548,54285238
ENSG00000135486,12,54286679,54286732
ENSG00000135486,12,54282572,54282641
ENSG00000135486,12,54280755,54281941
ENSG00000135486,12,54283062,54283234
ENSG00000135486,12,54283891,54283967
ENSG00000135486,12,54283895,54283967
ENSG00000171223,19,12793196,12793572
ENSG00000171223,19,12791485,12793315
ENSG00000171223,19,12792323,12792582
ENSG00000105610,19,12884426,12885060
ENSG00000105610,19,12884421,12885060
ENSG00000105610,19,12885316,12886142
ENSG00000105610,19,12886936,12887198
ENSG00000105610,19,12887053,12887201
ENSG00000104903,19,13100656,13100748
ENSG00000104903,19,13100689,13100748
ENSG00000104903,19,13102178,13102438
ENSG00000104903,19,13100836,13101048
ENSG00000104903,19,13101507,13101516
ENSG00000104903,19,13102530,13102592
ENSG00000104903,19,13102530,13103161
ENSG00000104903,19,13099032,13099734
ENSG00000104903,19,13101177,13102724
ENSG00000104903,19,13100836,13101195
ENSG00000104903,19,13099037,13099734
ENSG00000104903,19,13102530,13102858
ENSG00000104903,19,13101723,13101753
ENSG00000104903,19,13102530,13102896
ENSG00000123405,12,54300784,54300986
ENSG00000123405,12,54295543,54295760
ENSG00000123405,12,54297763,54297884
ENSG00000123405,12,54300800,54301015
ENSG00000123405,12,54301219,54301380
ENSG00000123405,12,54292373,54293381
ENSG00000123405,12,54301201,54301380
ENSG00000123405,12,54292113,54293381
ENSG00000123405,12,54297816,54297893
ENSG00000123405,12,54300904,54301035
ENSG00000123405,12,54295134,54295304
ENSG00000123405,12,54300904,54300986
ENSG00000123405,12,54292115,54293381
ENSG00000123405,12,54301149,54301259
ENSG00000123405,12,54300346,54300420
ENSG00000123405,12,54292106,54293381
ENSG00000123405,12,54292172,54293381
ENSG00000123405,12,54292108,54293381
ENSG00000123405,12,54295134,54295758
ENSG00000123405,12,54300146,54300276
ENSG00000123405,12,54300800,54300995
ENSG00000123405,12,54292110,54293381
ENSG00000123405,12,54296935,54297075
ENSG00000123405,12,54300904,54301049
ENSG00000123405,12,54292464,54293381
ENSG00000123405,12,54292110,54292490
ENSG00000123405,12,54300146,54301035
ENSG00000104805,19,48919077,48919122
ENSG00000104805,19,48921826,48921932
ENSG00000104805,19,48900791,48900931
ENSG00000104805,19,48913010,48913190
ENSG00000104805,19,48905752,48905885
ENSG00000104805,19,48905752,48905830
ENSG00000104805,19,48922317,48922944
ENSG00000104805,19,48900278,48900372
ENSG00000104805,19,48922317,48923255
ENSG00000104805,19,48900393,48900658
ENSG00000104805,19,48900280,48900372
ENSG00000104805,19,48922317,48923282
ENSG00000104805,19,48900335,48900372
ENSG00000104805,19,48900768,48900931
ENSG00000104805,19,48905857,48905885
ENSG00000104805,19,48905752,48905841
ENSG00000104805,19,48913473,48913532
ENSG00000104805,19,48921871,48921932
ENSG00000104805,19,48913152,48913196
ENSG00000104805,19,48913010,48913121
ENSG00000104805,19,48921153,48921243
ENSG00000104805,19,48918725,48918766
ENSG00000104805,19,48913473,48915310
ENSG00000104805,19,48918725,48918784
ENSG00000104805,19,48919029,48919122
ENSG00000104805,19,48900438,48900658
ENSG00000104805,19,48919793,48921324
ENSG00000104805,19,48900314,48900372
ENSG00000104805,19,48910929,48911102
ENSG00000104805,19,48922317,48923268
ENSG00000104805,19,48904379,48904454
ENSG00000104805,19,48922341,48923271
ENSG00000104805,19,48900338,48900372
ENSG00000104805,19,48919035,48919122
ENSG00000104805,19,48905761,48905885
ENSG00000104805,19,48900342,48900372
ENSG00000104805,19,48918757,48918784
ENSG00000104805,19,48921865,48921932
ENSG00000104805,19,48900344,48900372
ENSG00000104805,19,48918666,48918784
ENSG00000104805,19,48919250,48919286
ENSG00000104805,19,48900368,48900658
ENSG00000104805,19,48911156,48911252
ENSG00000104805,19,48919029,48919110
ENSG00000104805,19,48922335,48923079
ENSG00000104805,19,48900334,48900372
ENSG00000104805,19,48913473,48913497
ENSG00000104805,19,48919029,48919286
ENSG00000104805,19,48919229,48919286
ENSG00000104805,19,48900351,48900372
ENSG00000104805,19,48921153,48921324
ENSG00000104805,19,48913010,48913196
ENSG00000104805,19,48922317,48922465
ENSG00000104805,19,48922358,48923012
ENSG00000104805,19,48900049,48900372
ENSG00000104805,19,48922604,48922988
ENSG00000104805,19,48918725,48919286
ENSG00000104805,19,48918647,48918784
ENSG00000104805,19,48910929,48911174
ENSG00000104805,19,48900302,48900372
ENSG00000104805,19,48911148,48911252
ENSG00000104805,19,48918703,48918922
ENSG00000104805,19,48914184,48914670
ENSG00000104805,19,48918744,48919122
ENSG00000104805,19,48913010,48913262
ENSG00000104805,19,48919193,48919286
ENSG00000104805,19,48919259,48919286
ENSG00000104805,19,48900319,48900372
ENSG00000104805,19,48900565,48900931
ENSG00000104805,19,48921264,48921324
ENSG00000104805,19,48922317,48923272
ENSG00000104805,19,48922317,48923281
ENSG00000104805,19,48918999,48919286
ENSG00000104805,19,48922317,48923473
ENSG00000104805,19,48900332,48900372
ENSG00000104805,19,48918375,48918784
ENSG00000104805,19,48922317,48923372
ENSG00000104805,19,48921153,48921932
ENSG00000104805,19,48900292,48900372
ENSG00000104805,19,48900785,48900973
ENSG00000104805,19,48922317,48923265
ENSG00000104805,19,48904346,48904454
ENSG00000104805,19,48909428,48909524
ENSG00000104805,19,48921868,48921932
ENSG00000104805,19,48921883,48921932
ENSG00000104805,19,48918703,48918926
ENSG00000104805,19,48922358,48923265
ENSG00000104805,19,48911183,48911252
ENSG00000104805,19,48919029,48919148
ENSG00000104805,19,48900311,48900372
ENSG00000104805,19,48900785,48901121
ENSG00000104805,19,48914804,48915104
ENSG00000104805,19,48914228,48914371
ENSG00000104805,19,48922604,48923271
ENSG00000104805,19,48900284,48900372
ENSG00000104805,19,48900339,48900372
ENSG00000104805,19,48900785,48900931
ENSG00000104805,19,48921862,48921932
ENSG00000104805,19,48910171,48910219
ENSG00000104805,19,48900288,48900372
ENSG00000104805,19,48900354,48900372
ENSG00000104805,19,48918981,48919122
ENSG00000104805,19,48900785,48900961
ENSG00000104805,19,48921153,48921264
ENSG00000104805,19,48919029,48919125
ENSG00000104805,19,48909267,48909342
ENSG00000104805,19,48921162,48921324
ENSG00000104805,19,48922317,48923271
ENSG00000104805,19,48922317,48922496
ENSG00000104805,19,48913473,48913564
ENSG00000102007,X,49174671,49175235
ENSG00000102007,X,49171897,49172096
ENSG00000102007,X,49171786,49172096
ENSG00000102007,X,49171925,49172096
ENSG00000102007,X,49174805,49176259
ENSG00000102007,X,49173387,49173683
ENSG00000102007,X,49173128,49173281
ENSG00000102007,X,49173387,49173483
ENSG00000102007,X,49174806,49176265
ENSG00000102007,X,49174671,49175089
ENSG00000102007,X,49174801,49176265
ENSG00000102007,X,49174803,49176265
ENSG00000102007,X,49174334,49174425
ENSG00000102007,X,49171840,49172096
ENSG00000102103,X,48897929,48898093
ENSG00000102103,X,48896491,48896858
ENSG00000102103,X,48902927,48903084
ENSG00000102103,X,48901189,48901301
ENSG00000102103,X,48897939,48898014
ENSG00000102103,X,48903612,48904892
ENSG00000102103,X,48897535,48897747
ENSG00000102103,X,48893446,48893817
ENSG00000102103,X,48897941,48898014
ENSG00000102103,X,48903182,48903465
ENSG00000102103,X,48893448,48893817
ENSG00000102103,X,48890511,48890697
ENSG00000102103,X,48898233,48898298
ENSG00000102103,X,48895037,48895101
ENSG00000102103,X,48897911,48898082
ENSG00000102103,X,48902232,48903084
ENSG00000102103,X,48902927,48903143
ENSG00000102103,X,48897942,48898093
ENSG00000102103,X,48897723,48897768
ENSG00000102103,X,48902927,48903145
ENSG00000102103,X,48898509,48898576
ENSG00000102103,X,48897930,48898576
ENSG00000102103,X,48903189,48903465
ENSG00000102103,X,48902927,48903639
ENSG00000102103,X,48894096,48894225
ENSG00000102103,X,48898066,48898143
ENSG00000102103,X,48898233,48898350
ENSG00000102103,X,48897297,48897344
ENSG00000102103,X,48902232,48902517
ENSG00000102103,X,48896177,48896858
ENSG00000102103,X,48893553,48893817
ENSG00000102103,X,48902927,48903140
ENSG00000102103,X,48890196,48890697
ENSG00000102103,X,48901518,48902042
ENSG00000102103,X,48897723,48897790
ENSG00000102103,X,48903183,48905482
ENSG00000102103,X,48902731,48902795
ENSG00000102103,X,48897937,48898576
ENSG00000102103,X,48897926,48898576
ENSG00000102103,X,48897925,48897973
ENSG00000102103,X,48898259,48898346
ENSG00000102103,X,48902927,48903142
ENSG00000102103,X,48901929,48902042
ENSG00000102103,X,48898084,48898576
ENSG00000102103,X,48895351,48895454
ENSG00000102103,X,48902232,48902384
ENSG00000102103,X,48902232,48902795
ENSG00000102103,X,48897930,48898093
ENSG00000102103,X,48897929,48898082
ENSG00000102103,X,48897995,48898082
ENSG00000102103,X,48902927,48903110
ENSG00000102103,X,48897925,48898014
ENSG00000102103,X,48896758,48896858
ENSG00000102103,X,48893999,48894010
ENSG00000102103,X,48893899,48894225
ENSG00000102103,X,48891185,48891391
ENSG00000102103,X,48897480,48898093
ENSG00000102103,X,48893447,48893817
ENSG00000102103,X,48902927,48903640
ENSG00000102103,X,48897723,48897799
ENSG00000102103,X,48895994,48896144
ENSG00000102103,X,48903183,48903465
ENSG00000102103,X,48902927,48903350
ENSG00000102103,X,48897723,48897762
ENSG00000102103,X,48901929,48902851
ENSG00000102103,X,48893449,48893817
ENSG00000102103,X,48897723,48897771
ENSG00000102103,X,48898040,48898082
ENSG00000102103,X,48896737,48896858
ENSG00000102103,X,48902218,48902517
ENSG00000102103,X,48898491,48898576
ENSG00000102103,X,48902927,48903105
ENSG00000102103,X,48893899,48894010
ENSG00000102103,X,48901189,48902042
ENSG00000102103,X,48897723,48897755
ENSG00000102103,X,48896761,48896858
ENSG00000102103,X,48895351,48895972
ENSG00000102103,X,48898317,48898350
ENSG00000102103,X,48902927,48903144
ENSG00000102103,X,48901189,48903402
ENSG00000102103,X,48902927,48903098
ENSG00000102103,X,48903613,48905259
ENSG00000102103,X,48897723,48897821
ENSG00000102103,X,48897092,48897228
ENSG00000102103,X,48893452,48893817
ENSG00000102103,X,48903179,48903465
ENSG00000102103,X,48895351,48895501
ENSG00000102103,X,48898228,48898350
ENSG00000102103,X,48890625,48890697
ENSG00000102103,X,48902232,48903105
ENSG00000102103,X,48897951,48898014
ENSG00000102103,X,48897723,48897860
ENSG00000167815,19,12801739,12801789
ENSG00000167815,19,12796816,12797166
ENSG00000167815,19,12799915,12800299
ENSG00000167815,19,12801404,12801573
ENSG00000167815,19,12796820,12797166
ENSG00000167815,19,12801158,12801270
ENSG00000167815,19,12799861,12799989
ENSG00000167815,19,12796822,12797166
ENSG00000167815,19,12800915,12801069
ENSG00000167815,19,12799555,12799989
ENSG00000167815,19,12801739,12801849
ENSG00000167815,19,12801739,12801788
ENSG00000167815,19,12801158,12801727
ENSG00000167815,19,12801739,12801800
ENSG00000167815,19,12800176,12800461
ENSG00000167815,19,12801158,12801263
ENSG00000167815,19,12796822,12797022
ENSG00000167815,19,12800176,12800299
ENSG00000167815,19,12800176,12800247
ENSG00000167815,19,12799858,12799989
ENSG00000167815,19,12799858,12801069
ENSG00000167815,19,12801739,12801787
ENSG00000167815,19,12796819,12797166
ENSG00000167815,19,12799858,12800031
ENSG00000167815,19,12801753,12801849
ENSG00000179262,19,12948685,12949159
ENSG00000179262,19,12952935,12953595
ENSG00000179262,19,12947853,12948009
ENSG00000179262,19,12946004,12946020
ENSG00000179262,19,12945863,12946020
ENSG00000179262,19,12945874,12946020
ENSG00000179262,19,12952935,12953177
ENSG00000179262,19,12949083,12949159
ENSG00000179262,19,12952363,12952853
ENSG00000179262,19,12948688,12948813
ENSG00000179262,19,12948270,12948358
ENSG00000179262,19,12949280,12949408
ENSG00000179262,19,12952935,12953613
ENSG00000179262,19,12952688,12952820
ENSG00000179262,19,12948513,12948552
ENSG00000179262,19,12945865,12946020
ENSG00000179262,19,12945854,12946020
ENSG00000179262,19,12952935,12953634
ENSG00000179262,19,12952935,12953640
ENSG00000179262,19,12948517,12948552
ENSG00000179262,19,12945847,12946020
ENSG00000179262,19,12952935,12953643
ENSG00000179262,19,12952688,12952853
ENSG00000179262,19,12952935,12953405
ENSG00000179262,19,12952935,12953591
ENSG00000179262,19,12952935,12952990
ENSG00000179262,19,12952935,12953646
ENSG00000179262,19,12949277,12949408
ENSG00000179262,19,12948685,12948813
ENSG00000179262,19,12945858,12946020
ENSG00000179262,19,12945891,12946020
ENSG00000179262,19,12949274,12949333
ENSG00000179262,19,12945893,12946020
ENSG00000179262,19,12945871,12946020
ENSG00000179262,19,12949122,12949159
ENSG00000179262,19,12949080,12949159
ENSG00000179262,19,12947847,12948009
ENSG00000179262,19,12951491,12951589
ENSG00000179262,19,12952935,12953639
ENSG00000179262,19,12952935,12953642
ENSG00000179262,19,12953118,12954526
ENSG00000179262,19,12945875,12946020
ENSG00000179262,19,12949277,12949282
ENSG00000179262,19,12945872,12946020
ENSG00000179262,19,12952935,12953181
ENSG00000179262,19,12945868,12946020
ENSG00000179262,19,12948496,12948552
ENSG00000179262,19,12948176,12948358
ENSG00000179262,19,12949274,12949408
ENSG00000179262,19,12952935,12953141
ENSG00000179262,19,12952935,12953623
ENSG00000179262,19,12952935,12953269
ENSG00000179262,19,12952935,12953150
ENSG00000179262,19,12952935,12953641
ENSG00000179262,19,12949498,12949576
ENSG00000179262,19,12945861,12946020
ENSG00000179262,19,12949277,12949333
ENSG00000105583,19,12669130,12669265
ENSG00000105583,19,12668074,12668449
ENSG00000105583,19,12669353,12672601
ENSG00000105583,19,12669353,12669415
ENSG00000105583,19,12668070,12668425
